Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
450015,Parkland Health And Hospital System,5200 Harry Hines Blvd,Dallas,75235,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1489,232059213,113710863,102738128,1991,14889,15143,67.30826058,479,574,305,131,641,848,437,526,30,442,,,640,849,0.026192075,0.179986568,0.282068502,0.222968435,0.327065144,0.113498993,0.374076562,0.326393553,0.022834117,0.02820685,0.097380793,0.123572868,0.238415044,0.175957018,0.502350571,0.257219611,0.553391538,0.435862995,0.711215581,0.75,0.349899261,0.128945601,0.023505709,0.476158496,0.199462727,2.879607524
450018,University Of Texas Medical Branch,301 University Boulevard,Galveston,77555,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3523,320089592,116749293,88638725,4906,23858,25260,73.79988646,510,1291,1024,698,1839,1684,2560,432,47,411,,,710,2813,0.01419245,0.138234459,0.232472325,0.232188476,0.361339767,0.08174851,0.371558331,0.341754187,0.015611695,0.018734034,0.04797048,0.09565711,0.365029804,0.195571956,0.458416123,0.3099631,0.453022992,0.496168039,0.75,0.75,0.509225092,0.145614533,0.034061879,0.472608572,0.192165768,2.391521071
450021,Baylor University Medical Center,3500 Gaston Ave,Dallas,75246,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5627,634074914,194503691,143018777,7335,49061,52582,72.24986671,914,2247,1655,811,2885,2742,3666,1227,77,539,16,102,1179,4448,0.017593744,0.152834548,0.188377466,0.196552337,0.36431491,0.137017949,0.381020082,0.346721166,0.020792607,0.02399147,0.046205794,0.133108228,0.307446241,0.203305491,0.470410521,0.272436467,0.450328772,0.394704105,0.75,0.75,0.403234406,0.184823174,0.033943487,0.518571175,0.224808957,2.527439533
450023,Citizens Medical Center,2701 Hospital Drive,Victoria,77901,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1355,63889195,20580576,17889787,1875,7669,7874,76.69225092,113,437,472,333,730,625,1028,60,12,242,,,227,1128,0.004428044,0.145387454,0.18597786,0.234686347,0.372693727,0.057564576,0.364575646,0.346863469,0.011808118,0.016236162,0.039114391,0.121771218,0.370479705,0.193357934,0.442066421,0.371217712,0.473800738,0.47601476,0.75,0.75,0.540221402,0.142435424,0.030258303,0.596309963,0.156457565,2.01334114
450024,University Medical Center Of El Paso,4815 Alameda Ave,El Paso,79905,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1168,107289050,45160617,40616474,1404,9239,9402,74.15068493,186,373,335,274,611,557,416,34,15,682,,,400,768,0.016267123,0.114726027,0.150684932,0.23630137,0.276541096,0.063356164,0.288527397,0.268835616,0.010273973,0.023116438,0.061643836,0.085616438,0.266267123,0.129280822,0.365582192,0.194349315,0.517123288,0.29880137,0.65239726,0.75,0.288527397,0.158390411,0.039383562,0.403253425,0.241438356,1.946812221
450028,Valley Baptist Medical Center- Brownsville,1040 W Jefferson St,Brownsville,78520,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",828,227931204,19062192,16622081,1217,6867,7032,76.03743961,108,242,247,231,458,370,144,,,670,,,533,295,0.009661836,0.077294686,0.11352657,0.344202899,0.316425121,0.039855073,0.371980676,0.345410628,0.016908213,0.010869565,0.061594203,0.084541063,0.303140097,0.123188406,0.601449275,0.285024155,0.712560387,0.506038647,0.75,0.75,0.514492754,0.259661836,0.054347826,0.535024155,0.221014493,3.011513384
450029,Laredo Medical Center,1700 East Saunders,Laredo,78044,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1523,283343714,34577132,30007894,2274,13030,13417,74.37294813,257,421,509,336,853,670,116,,,1393,,,973,550,0.005909389,0.103742613,0.143138542,0.298095863,0.3887065,0.036112935,0.286933684,0.263952725,0.01116218,0.002626395,0.036769534,0.1109652,0.225213395,0.130663165,0.542350624,0.296782666,0.718319107,0.409061064,0.75,0.75,0.543663821,0.198292843,0.045961917,0.537754432,0.196323047,3.024029297
450032,Christus Good Shepherd Medical Center,700 E Marshall Ave,Longview,75601,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2617,307031871,56358048,49919198,3836,17350,17589,75.02980512,313,887,864,553,1471,1146,2159,354,14,64,,,622,1995,0.050057318,0.119602598,0.213603363,0.256782576,0.406190294,0.099350401,0.421857088,0.398930073,0.019487963,0.024455483,0.064959878,0.134887276,0.340084066,0.196408101,0.397019488,0.386702331,0.440198701,0.440580818,0.75,0.75,0.457393963,0.163928162,0.042797096,0.554069545,0.257164692,2.148923402
450033,Vhs Harlingen Hospital Company Llc,2101 Pease St,Harlingen,78550,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1642,421396498,33849771,29238836,2260,13408,13666,74.42204629,255,529,501,357,904,738,640,,11,967,,15,726,916,0.017052375,0.131546894,0.123020707,0.288063337,0.320950061,0.067600487,0.379415347,0.348964677,0.012180268,0.016443362,0.068209501,0.088306943,0.299634592,0.174177832,0.510353228,0.274665043,0.603532278,0.37637028,0.75,0.75,0.489646772,0.169914738,0.051766139,0.506090134,0.2454324,2.655821003
450034,Christus Southeast Texas- St Elizabeth,2830 Calder Avenue,Beaumont,77702,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2437,233640522,47138537,41106789,3317,14113,14505,75.24456299,278,804,828,527,1277,1160,1933,357,18,103,,,594,1843,0.012310218,0.109971276,0.23225277,0.259335248,0.413623307,0.078785392,0.409519902,0.388592532,0.026261797,0.019286007,0.057037341,0.125153878,0.392285597,0.197784161,0.489125975,0.454247025,0.505539598,0.492408699,0.75,0.75,0.62659007,0.21830119,0.041444399,0.587607714,0.262617973,2.505030979
450035,St Joseph Medical Center,1401 St. Joseph Parkway,Houston,77002,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",307,26751871,7491061,6423478,362,1555,1593,68.06188925,92,118,60,37,140,167,84,141,,73,,,139,168,0.029315961,0.201954397,0.306188925,0.19218241,0.296416938,0.159609121,0.338762215,0.286644951,0.029315961,0.026058632,0.123778502,0.13029316,0.234527687,0.117263844,0.475570033,0.309446254,0.462540717,0.459283388,0.651465798,0.75,0.403908795,0.110749186,0.013029316,0.390879479,0.172638437,2.714825311
450039,Jps Health Network,1500 S Main St,Fort Worth,76104,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1291,141075240,72602412,67604831,1767,13851,14466,67.5693261,357,597,246,91,518,773,656,334,30,238,,,599,692,0.034082107,0.299767622,0.381099923,0.263361735,0.44771495,0.158791634,0.491092177,0.448489543,0.028659954,0.050348567,0.165762974,0.140975988,0.257939582,0.147947328,0.465530596,0.382649109,0.52672347,0.467854377,0.700232378,0.75,0.377226956,0.111541441,0.031758327,0.432997676,0.213013168,2.467549484
450040,Covenant Medical Center,3615 19th Street,Lubbock,79410,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3744,824838605,77502093,62655460,4934,26252,27066,75.60202992,394,1291,1211,848,1988,1756,2794,119,16,762,,,784,2960,0.018429487,0.082799145,0.168269231,0.220619658,0.377136752,0.035790598,0.383012821,0.357905983,0.013621795,0.017361111,0.041399573,0.141559829,0.365117521,0.19284188,0.43215812,0.315972222,0.452190171,0.424946581,0.75,0.75,0.55448718,0.206196581,0.036057692,0.610844017,0.244391026,2.143112858
450042,Ascension Providence Depaul,6901 Medical Parkway,Waco,76712,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2291,174663431,44927714,40018540,3069,13434,13673,75.47708424,211,834,798,448,1119,1172,1886,222,,146,,24,452,1839,0.011348756,0.102575295,0.214753383,0.228284592,0.371890004,0.070274989,0.407245744,0.386294195,0.017023134,0.022697512,0.050196421,0.132256657,0.392405063,0.190309908,0.372326495,0.313400262,0.443910956,0.450021825,0.75,0.75,0.467481449,0.175032737,0.028808381,0.578786556,0.238323876,1.805011245
450044,Ut Southwestern University Hospital,6201 Harry Hines Blvd,Dallas,75390,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5825,821329122,233832710,171704266,8597,52551,57291,71.1272103,979,2426,1792,628,2787,3038,4096,840,168,512,13,196,903,4922,0.017854077,0.102145923,0.139399142,0.219399142,0.385064378,0.081545064,0.39776824,0.371502146,0.028154506,0.024034335,0.030042919,0.148841202,0.313991416,0.265922747,0.44,0.280858369,0.413905579,0.373390558,0.75,0.75,0.448412017,0.213562232,0.042918455,0.550901288,0.181459228,2.649219919
450046,Christus Spohn Hospital Corpus Christi,600 Elizabeth Street,Corpus Christi,78404,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2860,366756022,68691188,61146164,3816,19315,19981,74.02237762,397,1042,874,547,1543,1317,1549,89,36,1150,,,859,2001,0.011888112,0.14965035,0.198251748,0.261538462,0.371328671,0.073776224,0.406293706,0.383216783,0.011188811,0.018181818,0.063286713,0.12972028,0.312937063,0.156293706,0.452097902,0.363986014,0.534965035,0.41993007,0.75,0.75,0.498601399,0.19020979,0.037762238,0.546503497,0.232867133,2.511143622
450051,Methodist Dallas Medical Center,1441 North Beckley Avenue,Dallas,75203,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1759,218812621,58031783,41386662,2202,13144,14137,70.61853326,382,697,480,200,874,885,675,701,16,337,,,586,1173,0.015349631,0.160318363,0.227970438,0.210915293,0.312677658,0.092097783,0.358726549,0.316088687,0.010801592,0.015918135,0.06708357,0.135872655,0.277998863,0.185332575,0.512791359,0.308129619,0.55997726,0.42239909,0.75,0.75,0.414440023,0.143263218,0.01876066,0.495736214,0.256395679,3.037802612
450054,Baylor Scott & White Medical  Center - Temple,2401 S  31st St,Temple,76508,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4622,466196044,136689501,101946379,6423,32536,34430,73.22068369,661,1713,1511,737,2514,2108,3424,552,78,467,,,863,3759,0.017092168,0.115967114,0.200562527,0.194937257,0.37624405,0.071830377,0.410428386,0.374513198,0.023582865,0.035915188,0.04651666,0.14257897,0.323885764,0.20164431,0.42838598,0.271311121,0.443747296,0.405668542,0.75,0.75,0.400908698,0.16962354,0.035482475,0.529208135,0.246646473,2.24179755
450055,Rolling Plains Memorial Hospital,200 E Arizona,Sweetwater,79556,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",171,4142373,2973937,2690025,227,813,835,76.92982456,15,54,59,43,94,77,130,,,31,,,61,110,0.011695906,0.058479532,0.228070175,0.32748538,0.432748538,0.052631579,0.426900585,0.415204678,0.01754386,0.035087719,0.064327485,0.076023392,0.356725146,0.269005848,0.444444444,0.461988304,0.380116959,0.397660819,0.75,0.75,0.49122807,0.198830409,0.046783626,0.730994152,0.140350877,1.759263067
450056,Ascension Seton Medical Center Austin,1201 W 38th St,Austin,78705,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2624,580533813,73989141,61226119,3209,18630,19443,74.625,241,1062,877,444,1374,1250,2051,188,43,269,,,372,2252,0.020579268,0.123094512,0.152057927,0.194359756,0.369283537,0.065548781,0.379954268,0.344893293,0.025533537,0.025914634,0.037347561,0.140243902,0.37652439,0.219893293,0.346036585,0.221036585,0.384146342,0.382240854,0.75,0.75,0.466463415,0.167301829,0.041158537,0.507240854,0.206173781,1.870740113
450058,Baptist Medical Center,111 Dallas Street,San Antonio,78205,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6625,1339350383,127281097,109096439,8361,44432,45721,74.66671698,859,2269,2159,1338,3536,3089,3635,485,80,2315,,,1685,4940,0.01690566,0.125584906,0.163924528,0.252377359,0.372830189,0.071849057,0.414792453,0.366188679,0.016,0.022490566,0.064754717,0.13509434,0.33554717,0.180981132,0.470037736,0.260528302,0.532075472,0.376,0.75,0.75,0.486641509,0.148075472,0.041962264,0.476075472,0.262037736,2.350860084
450064,Texas Health Arlington Memorial Hospital,800 W Randol Mill Rd,Arlington,76012,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1576,143588229,32041214,26150841,2116,10950,11470,75.49873096,174,522,501,379,879,697,1176,197,37,137,,,299,1277,0.01713198,0.13642132,0.204314721,0.267766498,0.360406091,0.093908629,0.427664975,0.362944162,0.015862944,0.02284264,0.064086294,0.151649746,0.359137056,0.221446701,0.479695432,0.326142132,0.478426396,0.439086294,0.75,0.75,0.45748731,0.168781726,0.05393401,0.537436548,0.233502538,2.388307318
450068,Memorial Hermann Texas Medical Center,6411 Fannin,Houston,77030,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4826,918555303,196677754,150825314,5851,35719,38160,73.46663904,637,1846,1498,845,2382,2444,3061,866,176,599,,,897,3929,0.023207625,0.112515541,0.161002901,0.26212184,0.348943224,0.081226689,0.363655201,0.329050974,0.013054289,0.014919188,0.050145048,0.109407377,0.362411935,0.187733112,0.459801078,0.279320348,0.457521757,0.446125155,0.75,0.75,0.504765852,0.178615831,0.041234977,0.528180688,0.311645255,2.362692572
450072,Chi St Luke's Health Brazosport,100 Medical Drive,Lake Jackson,77566,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",572,39196230,8337130,7293500,783,3126,3177,75.63636364,58,186,206,122,310,262,443,48,,70,,,131,441,0.027972028,0.082167832,0.197552448,0.325174825,0.36013986,0.054195804,0.375874126,0.361888112,0.006993007,0.015734266,0.048951049,0.082167832,0.386363636,0.18006993,0.506993007,0.412587413,0.452797203,0.480769231,0.75,0.75,0.506993007,0.160839161,0.054195804,0.54020979,0.201048951,2.200900073
450078,Anson General Hospital,101 Avenue J,Anson,79501,TX,48,10.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",16,171340,169922,152366,17,66,66,75.1875,,,,,,,,,,,,,,,0,0.0625,0.1875,0.25,0.5625,0,0.375,0.375,0,0,0,0.125,0.4375,0.125,0.3125,0.5625,0.3125,0.375,0.5625,0.75,0.3125,0.1875,0.125,0.75,0.25,1.7365
450079,Baylor Scott And White Medical Center  Irving,1901 N Macarthur Blvd,Irving,75061,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1470,114808530,31349803,26533500,2140,10771,11201,75.03537415,178,508,477,307,801,669,955,146,47,289,,,315,1155,0.013605442,0.106122449,0.144217687,0.22244898,0.325170068,0.093877551,0.380952381,0.342176871,0.012244898,0.01292517,0.051020408,0.140136054,0.346258503,0.210204082,0.492517007,0.274829932,0.527210884,0.460544218,0.75,0.75,0.404081633,0.17414966,0.036734694,0.499319728,0.214965986,2.525973749
450080,Titus Regional Medical Center,2001 N Jefferson,Mount Pleasant,75455,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",558,20418378,8324913,7410929,701,2742,2772,75.96953405,54,187,187,130,332,226,499,32,,20,,,130,428,0.017921147,0.103942652,0.231182796,0.274193548,0.431899642,0.08781362,0.428315412,0.401433692,0.016129032,0.028673835,0.089605735,0.11827957,0.362007169,0.163082437,0.396057348,0.424731183,0.44265233,0.453405018,0.75,0.75,0.539426523,0.143369176,0.046594982,0.61827957,0.311827957,1.618660295
450082,Christus Spohn Hospital Beeville,1500 E Houston Hwy,Beeville,78102,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",221,15850251,4342034,3906449,299,919,936,75.01357466,32,78,57,54,121,100,111,,,101,,,91,130,0.013574661,0.21719457,0.303167421,0.389140272,0.429864253,0.063348416,0.479638009,0.470588235,0.004524887,0.009049774,0.104072398,0.117647059,0.398190045,0.167420815,0.542986425,0.470588235,0.624434389,0.552036199,0.75,0.75,0.538461539,0.126696833,0.040723982,0.556561086,0.28959276,2.648438192
450083,Ut Health East Texas Tyler Regional Hospital,1000 South Beckham Ave,Tyler,75701,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4327,672599359,87276582,77117903,5775,27382,27929,74.99884447,407,1604,1574,742,2158,2169,3760,382,19,113,13,40,829,3498,0.031892766,0.115553501,0.219089438,0.23364918,0.372775595,0.159232725,0.399815114,0.373237809,0.019412988,0.021724058,0.049919113,0.11717125,0.368384562,0.220013866,0.395192974,0.36930899,0.455743009,0.413912642,0.75,0.75,0.521839612,0.163854865,0.038594869,0.560896695,0.243355674,1.990809219
450085,Graham Regional Medical Center,1301 Montgomery Road,Graham,76450,TX,48,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",34,861866,315692,274092,35,92,94,80,,,11,11,21,13,34,,,,,,,,0,0,0.117647059,0.441176471,0.529411765,0.117647059,0.441176471,0.5,0,0,0.058823529,0.264705882,0.294117647,0.235294118,0.470588235,0.5,0.382352941,0.529411765,0.75,0.75,0.441176471,0.352941177,0.058823529,0.676470588,0.264705882,1.731028431
450087,Medical City North Hills,4401 Booth Calloway Road,North Richland Hills,76180,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1136,215443804,23030494,17601069,1617,6787,7264,75.29401409,126,394,366,250,620,516,905,84,25,100,,,251,885,0.012323944,0.169014085,0.246478873,0.310739437,0.38028169,0.186619718,0.434859155,0.419894366,0.020246479,0.021126761,0.051056338,0.158450704,0.382922535,0.153169014,0.502640845,0.357394366,0.523767606,0.448943662,0.75,0.75,0.532570423,0.161091549,0.041373239,0.497359155,0.248239437,2.326571689
450090,North Texas Medical Center,1900 Hospital Blvd,Gainesville,76240,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",363,16197504,5963604,5261995,475,2252,2309,77.73553719,26,106,131,100,212,151,336,,,,,,76,287,0.008264463,0.148760331,0.217630854,0.311294766,0.374655647,0.068870523,0.413223141,0.396694215,0.016528926,0.011019284,0.055096419,0.129476584,0.371900826,0.165289256,0.399449036,0.41046832,0.415977961,0.443526171,0.730027548,0.75,0.44077135,0.126721763,0.038567493,0.487603306,0.181818182,1.870811418
450092,Fort Duncan Medical Center,3333 N Foster Maldonado Blvd,Eagle Pass,78852,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",329,44143623,5688742,5081622,467,1779,1797,75.83282675,53,85,92,99,169,160,18,,,308,,,236,93,0.012158055,0.082066869,0.139817629,0.407294833,0.32218845,0.048632219,0.294832827,0.255319149,0.009118541,0.009118541,0.036474164,0.097264438,0.23100304,0.142857143,0.689969605,0.282674772,0.75,0.382978723,0.75,0.75,0.75,0.376899696,0.048632219,0.674772037,0.203647416,2.950417906
450097,Hca Houston Healthcare Southeast,4000 Spencer Hwy,Pasadena,77504,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",935,235102278,23590441,20173722,1234,7055,7341,73.28663102,149,357,252,177,481,454,519,114,11,277,,,285,650,0.0171123,0.143315508,0.212834225,0.329411765,0.361497326,0.090909091,0.440641711,0.377540107,0.009625668,0.018181818,0.136898396,0.104812834,0.339037433,0.145454546,0.480213904,0.294117647,0.570053476,0.485561497,0.75,0.75,0.522994652,0.115508021,0.052406417,0.459893048,0.262032086,2.306379096
450101,Baylor Scott & White Medical Center Hillcrest,100 Hillcrest Medical Blvd,Waco,76712,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2170,145555716,41838123,34102241,2870,11717,12327,75.2,235,769,700,466,1222,948,1755,203,17,158,,,452,1718,0.016129032,0.100921659,0.18202765,0.253917051,0.438709677,0.097235023,0.437327189,0.419354839,0.023963134,0.025345622,0.068202765,0.131336406,0.305069124,0.181105991,0.380184332,0.294470046,0.420276498,0.362672811,0.75,0.75,0.40921659,0.184331797,0.048847926,0.570967742,0.207373272,1.823021632
450102,Christus Mother Frances Hospital,800 East Dawson,Tyler,75701,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5354,821241001,103310135,91861032,7170,33288,33819,76.18771012,457,1752,1994,1151,2789,2565,4734,369,13,174,,,843,4511,0.017370191,0.106088906,0.194247292,0.21423235,0.389054912,0.095255884,0.401195368,0.380276429,0.017556967,0.016436309,0.035113934,0.132611132,0.421180426,0.223197609,0.414643257,0.367202092,0.428277923,0.422301083,0.75,0.75,0.536234591,0.172768024,0.038475906,0.573963392,0.225999253,2.06286316
450104,Guadalupe Regional Medical Center,1215 E Court St,Seguin,78155,TX,48,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",885,38105493,13187226,11631421,1198,3439,3533,76.00790961,86,300,297,202,469,416,674,30,,169,,,169,716,0.009039548,0.100564972,0.174011299,0.230508475,0.326553672,0.040677966,0.355932203,0.331073446,0.011299435,0.01920904,0.036158192,0.134463277,0.390960452,0.179661017,0.438418079,0.262146893,0.458757062,0.402259887,0.75,0.75,0.461016949,0.138983051,0.033898305,0.458757062,0.155932203,2.068251936
450107,Las Palmas Medical Center A Campus Of Lpds Healthc,1801 North Oregon Street,El Paso,79902,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2233,585388488,55810336,42048579,2912,16011,16621,73.94849978,364,727,647,495,1193,1040,921,67,26,1167,18,34,704,1529,0.017465293,0.124944022,0.196596507,0.234214062,0.369458128,0.068965517,0.365875504,0.347962382,0.013882669,0.029108822,0.07747425,0.135691894,0.323779669,0.161218092,0.507389163,0.26869682,0.561128527,0.367666816,0.75,0.75,0.418271384,0.153157188,0.037617555,0.4760412,0.225705329,2.567018618
450108,Connally Memorial Medical Center,499 10th Street,Floresville,78114,TX,48,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",155,4595505,1381829,1116008,180,577,597,76.51612903,13,50,48,44,76,79,119,,,31,,,45,110,0.012903226,0.122580645,0.141935484,0.4,0.438709677,0.103225807,0.477419355,0.406451613,0.012903226,0.032258065,0.058064516,0.109677419,0.35483871,0.15483871,0.496774194,0.387096774,0.612903226,0.438709677,0.75,0.75,0.374193548,0.070967742,0.070967742,0.406451613,0.180645161,2.00449704
450119,South Texas Health System Behavioral,1102 W Trenton Road,Edinburg,78539,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2001,593514626,44191127,39972045,2659,15709,15924,74.64817591,326,550,661,464,1055,946,603,12,17,1348,,,992,1009,0.009495252,0.102948526,0.145927037,0.303348326,0.324837581,0.057471264,0.403798101,0.382808596,0.014992504,0.014992504,0.067966017,0.096951524,0.309845078,0.139430285,0.528235882,0.277361319,0.644177911,0.442278861,0.75,0.75,0.529235382,0.177411294,0.055972014,0.490254873,0.260369815,2.860304957
450124,Dell Seton  Med Center At The University Of Tx,601 E 15th Street,Austin,78701,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1267,255841215,51711383,42732396,1519,10897,11510,72.16101026,195,545,332,195,584,683,894,130,23,185,,,272,995,0.030781373,0.209944751,0.209155485,0.243883189,0.412786109,0.102604578,0.4617206,0.396211523,0.026045777,0.043409629,0.068666141,0.117600631,0.292028414,0.18863457,0.339384373,0.201262826,0.368587214,0.301499605,0.704025257,0.75,0.36937648,0.159431729,0.042620363,0.47355959,0.308602999,1.938098602
450128,Knapp Medical Center,1401 East Eight Street,Weslaco,78596,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",568,65417536,13269013,11136941,845,3905,4081,75.81514085,84,139,192,153,322,246,187,,,369,,,301,267,0.003521127,0.149647887,0.126760563,0.357394366,0.299295775,0.054577465,0.373239437,0.36971831,0.012323944,0.00528169,0.045774648,0.082746479,0.345070423,0.149647887,0.612676056,0.279929578,0.667253521,0.429577465,0.75,0.75,0.466549296,0.221830986,0.061619718,0.507042254,0.204225352,3.203373208
450132,Medical Center Hospital,500 W 4th Street,Odessa,79761,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1860,146061221,42180457,36291007,2547,13084,13480,74.37741936,235,667,585,373,955,905,1071,48,,705,,24,587,1273,0.009677419,0.126344086,0.240322581,0.240322581,0.339784946,0.03655914,0.34516129,0.335483871,0.014516129,0.011290323,0.038172043,0.111827957,0.347311828,0.151612903,0.449462366,0.319354839,0.51344086,0.469354839,0.75,0.75,0.516666667,0.168817204,0.035483871,0.523655914,0.220430108,2.183435643
450133,Midland Memorial Hospital,400 Rosalind Redfern Grover Parkway,Midland,79701,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1654,143969797,30959372,26883969,2203,12229,12596,75.1668682,170,599,516,369,887,767,1171,79,,377,,22,395,1259,0.014510278,0.108222491,0.227932285,0.23095526,0.38694075,0.037484885,0.373035067,0.357315599,0.011487304,0.012091898,0.044740024,0.127569528,0.341596131,0.183192261,0.357315599,0.325272068,0.4643289,0.392382104,0.741837969,0.75,0.477025393,0.201330109,0.034461911,0.545949214,0.224304716,2.007366717
450135,Texas Health Harris Methodist Fort Worth,1301 Pennsylvania Avenue,Fort Worth,76104,TX,48,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6277,669932386,147308784,117272250,8320,46974,49248,75.03138442,672,2230,2084,1291,3331,2946,5004,621,52,495,13,92,1090,5187,0.01529393,0.15182412,0.18958101,0.257607137,0.39716425,0.082045563,0.419627211,0.395252509,0.010514577,0.018798789,0.055759121,0.164250438,0.360363231,0.195634857,0.460092401,0.3396527,0.453082683,0.42137964,0.75,0.75,0.473315278,0.178269874,0.044766608,0.532419946,0.285008762,2.329320877
